rainfall,temp,soil_type,cultivation_method,fertilizer,yield,humidity,tree_name
3512.4,27.1,Cát khô ,Hữu cơ,Không sử dụng,60528,51,Dừa
3296,27.1,Cát khô ,Hữu cơ,Không sử dụng,61126,57,Dừa
3296,27.1,Cát khô ,Hữu cơ,Không sử dụng,623687,57,Dừa
3296,26.8,Cát khô ,Hữu cơ,Không sử dụng,63504,60,Dừa
3550,26.8,Cát khô ,Hữu cơ,Không sử dụng,63931,57,Dừa
3550,26.8,Cát khô ,Hữu cơ,Không sử dụng,73730,57,Dừa
3550,37,Cát khô ,Hữu cơ,Không sử dụng,118416,54,Dừa
3654,37,Cát khô ,Hữu cơ,Không sử dụng,130132,54.5,Dừa
3654,37,Cát khô ,Hữu cơ,Không sử dụng,154889,56.6,Dừa
3654,38,Cát khô ,Hữu cơ,Không sử dụng,171739,55.5,Dừa
233,38,Cát khô ,Hữu cơ,Không sử dụng,172475,58.5,Dừa
233,38,Cát khô ,Hữu cơ,Không sử dụng,177939,59.5,Dừa
233,39,Cát khô ,Hữu cơ,Không sử dụng,313547,55,Dừa
2903.1,39,Cát khô ,Hữu cơ,Không sử dụng,2783,53,Dừa
2903.1,39,Cát khô ,Truyền thống,Hữu cơ,1533,53.5,Dừa
2903.1,40,Cát khô ,Truyền thống,Không sử dụng,1647,52.5,Dừa
2996.6,40,Cát khô ,Truyền thống,Không sử dụng,975,56,Dừa
2996.6,40,Cát khô ,Truyền thống,Không sử dụng,2,57,Dừa
2996.6,41,Cát khô ,Truyền thống,Không sử dụng,836,57.5,Dừa
3522.8,41,Cát khô ,Truyền thống,Không sử dụng,806,57,Dừa
3522.8,41,Cát khô ,Truyền thống,Không sử dụng,880,55,Dừa
3522.8,42,Cát khô ,Truyền thống,Không sử dụng,770,56,Dừa
3729.8,42,Cát khô ,Truyền thống,Không sử dụng,395,54,Dừa
3729.8,42,Cát khô ,Truyền thống,Không sử dụng,187,58,Dừa
3729.8,43,Cát khô ,Truyền thống,Không sử dụng,187,58,Dừa
2746.2,43,Cát khô ,Truyền thống,Không sử dụng,121,59,Dừa
2746.2,27,Cát khô ,Truyền thống,Không sử dụng,103,50,Dừa
2746.2,27,Cát khô ,Truyền thống,Không sử dụng,71,54,Dừa
3360,27,Cát khô ,Truyền thống,Không sử dụng,3961,53,Dừa
3360,27,Cát khô ,Truyền thống,Không sử dụng,4247,52,Dừa
3360,27,Cát khô ,Truyền thống,Không sử dụng,3290,51,Dừa
3605.4,27,Cát khô ,Truyền thống,Không sử dụng,3138,57,Dừa
3605.4,27.2,Cát khô ,Truyền thống,Không sử dụng,3423,57,Dừa
3605.4,27.2,Cát khô ,Truyền thống,Không sử dụng,3899,60,Dừa
3512.4,27.2,Cát khô ,Truyền thống,Không sử dụng,4015,57,Dừa
3512.4,27,Cát khô ,Truyền thống,Không sử dụng,4279,57,Dừa
3512.4,27,Cát khô ,Truyền thống,Không sử dụng,4167,54,Dừa
3296,27,Đất đá ong,Truyền thống,Không sử dụng,4479,54.5,Dừa
3296,27,Đất đá ong,Truyền thống,Không sử dụng,3699,56.6,Dừa
3296,27,Đất đá ong,Truyền thống,Không sử dụng,4904,55.5,Dừa
3550,27,Đất đá ong,Truyền thống,Không sử dụng,2821,58.5,Dừa
3550,27.2,Đất đá ong,Truyền thống,Không sử dụng,3472,59.5,Dừa
3550,27.2,Đất đá ong,Truyền thống,Không sử dụng,3647,55,Dừa
3654,27.2,Đất đá ong,Truyền thống,Không sử dụng,393,53,Dừa
3654,27.1,Đất đá ong,Truyền thống,Không sử dụng,167,53.5,Dừa
3654,27.1,Đất đá ong,Truyền thống,Không sử dụng,71,52.5,Dừa
233,27.1,Đất đá ong,Truyền thống,Không sử dụng,52,56,Dừa
233,26.8,Đất đá ong,Truyền thống,Không sử dụng,12,57,Dừa
233,26.8,Đất đá ong,Truyền thống,Không sử dụng,51,57.5,Dừa
234,26.8,Đất đá ong,Truyền thống,Không sử dụng,61,57,Dừa
234,37,Đất đá ong,Truyền thống,Không sử dụng,67,55,Dừa
234,37,Đất đá ong,Truyền thống,Không sử dụng,62,56,Dừa
3105,37,Đất đá ong,Truyền thống,Không sử dụng,32,54,Dừa
3105,38,Đất đá ong,Truyền thống,Không sử dụng,22,58,Dừa
3105,38,Đất đá ong,Truyền thống,Không sử dụng,25,58,Dừa
236,38,Đất đá ong,Truyền thống,Không sử dụng,4,59,Dừa
236,39,Đất đá ong,Truyền thống,Không sử dụng,9,50,Dừa
2903.1,39,Đất đá ong,Truyền thống,Không sử dụng,12,54,Dừa
2903.1,39,Đất đá ong,Truyền thống,Hữu cơ,2089,53,Ca cao
2903.1,40,Đất đá ong,Truyền thống,Hữu cơ,2810,52,Ca cao
2996.6,40,Đất đá ong,Truyền thống,Hữu cơ,841,51,Ca cao
2996.6,40,Đất đá ong,Truyền thống,Hữu cơ,3550,57,Ca cao
2996.6,41,Đất đá ong,Truyền thống,Hữu cơ,109,57,Ca cao
3522.8,41,Đất đá ong,Truyền thống,Hữu cơ,3368,60,Ca cao
3522.8,41,Đất đá ong,Truyền thống,Vô cơ,3671,57,Coffee
3522.8,42,Đất đá ong,Truyền thống,Vô cơ,2404,57,Coffee
3729.8,42,Đất đá ong,Truyền thống,Vô cơ,2805,54,Coffee
3729.8,42,Đất đá ong,Truyền thống,Vô cơ,2331,54.5,Coffee
3729.8,43,Đất đá ong,Truyền thống,Vô cơ,2088,56.6,Coffee
2746.2,27,Đất đá ong,Truyền thống,Vô cơ,2628,55.5,Coffee
2746.2,27,Đất đá ong,Truyền thống,Vô cơ,1939,58.5,Coffee
2746.2,27,Đất phù sa,Truyền thống,Vô cơ,1871,59.5,Coffee
3360,27,Đất phù sa,Truyền thống,Vô cơ,1868,55,Coffee
3360,27,Đất phù sa,Truyền thống,Vô cơ,127919,53,Coffee
3360,27,Đất phù sa,Truyền thống,Vô cơ,75340,53.5,Coffee
3605.4,27,Đất phù sa,Truyền thống,Vô cơ,29170,52.5,Coffee
3605.4,27,Đất phù sa,Truyền thống,Vô cơ,1901,56,Coffee
3605.4,27.2,Đất phù sa,Truyền thống,Vô cơ,972,57,Coffee
3512.4,27.2,Đất phù sa,Truyền thống,Vô cơ,874,57.5,Coffee
3512.4,27.2,Đất phù sa,Truyền thống,Vô cơ,592,57,Thảo quả
3512.4,27,Đất phù sa,Truyền thống,Vô cơ,864,55,Thảo quả
3296,27,Đất phù sa,Truyền thống,Vô cơ,5373,56,Thảo quả
3296,27,Đất phù sa,Truyền thống,Vô cơ,6589,54,Thảo quả
3296,27,Đất phù sa,Truyền thống,Vô cơ,5107,58,Thảo quả
3550,27,Đất phù sa,Truyền thống,Vô cơ,5518,58,Thảo quả
3550,27,Đất phù sa,Truyền thống,Vô cơ,4912,59,Thảo quả
3550,27.2,Đất phù sa,Truyền thống,Vô cơ,3830,50,Thảo quả
3654,27.2,Đất phù sa,Truyền thống,Vô cơ,4,54,Thảo quả
3654,27.2,Đất phù sa,Truyền thống,Vô cơ,9,53,Thảo quả
3654,27.1,Đất phù sa,Truyền thống,Vô cơ,12,52,Thảo quả
233,27.1,Đất phù sa,Truyền thống,Vô cơ,2089,51,Thảo quả
233,27.1,Đất phù sa,Truyền thống,Vô cơ,2810,57,Thảo quả
233,26.8,Đất phù sa,Truyền thống,Vô cơ,841,57,Thảo quả
2903.1,26.8,Đất phù sa,Truyền thống,Vô cơ,3550,60,Thảo quả
2903.1,27.1,Đất phù sa,Truyền thống,Hữu cơ,109,57,Tiêu
2903.1,27.1,Đất phù sa,Truyền thống,Hữu cơ,3368,57,Tiêu
2996.6,26.8,Đất phù sa,Truyền thống,Hữu cơ,3671,54,Tiêu
2996.6,26.8,Đất phù sa,Truyền thống,Hữu cơ,2404,54.5,Tiêu
2996.6,26.8,Đất phù sa,Truyền thống,Hữu cơ,2805,56.6,Tiêu
3522.8,37,Đất phù sa,Truyền thống,Hữu cơ,2331,55.5,Tiêu
3522.8,37,Đất phù sa,Truyền thống,Hữu cơ,2088,58.5,Tiêu
3522.8,37,Đất đỏ,Truyền thống,Hữu cơ,2628,59.5,Tiêu
3729.8,38,Đất đỏ,Hữu cơ,Hữu cơ,1939,55,Tiêu
3729.8,38,Đất đỏ,Hữu cơ,Hữu cơ,1871,53,Tiêu
3729.8,38,Đất đỏ,Hữu cơ,Hữu cơ,1868,53.5,Tiêu
2746.2,39,Đất đỏ,Hữu cơ,Hữu cơ,127919,52.5,Tiêu
2746.2,39,Đất đỏ,Hữu cơ,Hữu cơ,75340,56,Tiêu
2746.2,39,Đất đỏ,Hữu cơ,Hữu cơ,29170,57,Tiêu
3360,40,Đất đỏ,Hữu cơ,Hữu cơ,1901,57.5,Tiêu
3360,40,Đất đỏ,Hữu cơ,Không sử dụng,972,57,Cau
3360,40,Đất đỏ,Hữu cơ,Không sử dụng,874,55,Cau
3605.4,41,Đất đỏ,Hữu cơ,Không sử dụng,592,56,Cau
3605.4,41,Đất đỏ,Hữu cơ,Không sử dụng,864,54,Cau
3605.4,41,Đất đỏ,Hữu cơ,Không sử dụng,5373,58,Cau
3512.4,42,Đất đỏ,Hữu cơ,Không sử dụng,6589,58,Cau
3512.4,42,Đất đỏ,Hữu cơ,Không sử dụng,5107,59,Cau
3512.4,27,Đất đỏ,Hữu cơ,Không sử dụng,5518,50,Cau
3296,27,Đất đỏ,Hữu cơ,Không sử dụng,4912,54,Cau
3296,27,Đất đỏ,Hữu cơ,Không sử dụng,3830,53,Cau
3296,27,Đất đỏ,Hữu cơ,Không sử dụng,4,52,Cau
3550,27,Đất đỏ,Hữu cơ,Không sử dụng,9,51,Cau
3550,27,Đất đỏ,Hữu cơ,Không sử dụng,12,57,Cau
3550,27.2,Đất đỏ,Hữu cơ,Không sử dụng,2089,57,Cau
3654,27.2,Đất đỏ,Hữu cơ,Không sử dụng,2810,60,Cau
3654,27.2,Đất đỏ,Hữu cơ,Hữu cơ,841,57,Gừng
3654,27,Đất đỏ,Hữu cơ,Hữu cơ,3550,57,Gừng
233,27,Đất đỏ,Hữu cơ,Hữu cơ,109,54,Gừng
233,27,Đất đỏ,Hữu cơ,Hữu cơ,3368,54.5,Gừng
233,27,Đất đỏ,Hữu cơ,Hữu cơ,3671,56.6,Gừng
234,27,Đất đỏ,Hữu cơ,Hữu cơ,2404,55.5,Gừng
234,27,Đất đỏ,Hữu cơ,Hữu cơ,2805,58.5,Gừng
234,27.2,Đất đỏ,Hữu cơ,Hữu cơ,2331,59.5,Gừng
3105,27.2,Đất đỏ,Hữu cơ,Hữu cơ,2088,55,Gừng
3105,27.2,Đất đỏ,Hữu cơ,Hữu cơ,2628,53,Gừng
3105,27.1,Đất đỏ,Hữu cơ,Hữu cơ,1939,53.5,Gừng
236,27.1,Đất đỏ,Hữu cơ,Hữu cơ,1871,52.5,Gừng
236,27.1,Đất đỏ,Hữu cơ,Hữu cơ,1868,56,Gừng
2903.1,26.8,Cát,Hữu cơ,Hữu cơ,127919,57,Gừng
2903.1,26.8,Cát,Hữu cơ,Hữu cơ,75340,57.5,Gừng
2903.1,26.8,Cát,Hữu cơ,Không sử dụng,29170,57,Trà
2996.6,37,Cát,Hữu cơ,Không sử dụng,1901,55,Trà
2996.6,37,Cát,Hữu cơ,Không sử dụng,972,56,Trà
2996.6,37,Cát,Hữu cơ,Không sử dụng,874,54,Trà
3522.8,38,Cát,Hữu cơ,Không sử dụng,592,58,Trà
3522.8,38,Cát,Hữu cơ,Không sử dụng,864,58,Trà
3522.8,38,Cát,Truyền thống,Hữu cơ,5373,59,Trà
3729.8,39,Cát,Truyền thống,Hữu cơ,6589,50,Trà
3729.8,39,Cát,Truyền thống,Hữu cơ,5107,54,Trà
3729.8,39,Cát,Truyền thống,Hữu cơ,5518,53,Trà
2746.2,40,Cát,Truyền thống,Hữu cơ,4912,52,Trà
2746.2,40,Cát,Truyền thống,Hữu cơ,3830,51,Trà
2746.2,40,Cát,Truyền thống,Hữu cơ,313547,57,Trà
3360,41,Cát,Truyền thống,Hữu cơ,2783,57,Trà
3360,41,Cát,Truyền thống,Hữu cơ,1533,60,Trà
3360,41,Cát,Truyền thống,Vô cơ,1647,57,Lúa
3605.4,42,Cát,Truyền thống,Vô cơ,975,57,Lúa
3605.4,42,Cát,Truyền thống,Vô cơ,2,54,Lúa
3605.4,42,Cát,Truyền thống,Vô cơ,836,54.5,Lúa
3512.4,43,Cát,Truyền thống,Vô cơ,806,56.6,Lúa
3512.4,43,Cát,Truyền thống,Vô cơ,880,55.5,Lúa
3512.4,27,Cát,Truyền thống,Vô cơ,770,58.5,Lúa
3296,27,Cát,Truyền thống,Vô cơ,395,59.5,Lúa
3296,27,Cát,Truyền thống,Vô cơ,187,55,Lúa
3296,27,Cát,Truyền thống,Vô cơ,187,53,Lúa
3550,27,Cát,Truyền thống,Vô cơ,121,53.5,Lúa
3550,27,Cát,Truyền thống,Vô cơ,103,52.5,Lúa
3550,27.2,Cát,Truyền thống,Vô cơ,71,56,Lúa
3654,27.2,Cát,Truyền thống,Vô cơ,3961,57,Lúa
3654,27.2,Cát,Truyền thống,Vô cơ,4247,57.5,Lúa
3654,27,Cát,Truyền thống,Hữu cơ,3290,57,Lạc
233,27,Cát,Truyền thống,Hữu cơ,3138,55,Lạc
233,27,Cát,Truyền thống,Hữu cơ,3423,56,Lạc
233,27,Cát,Truyền thống,Hữu cơ,3899,54,Lạc
234,27,Cát,Truyền thống,Hữu cơ,4015,58,Lạc
234,27,Cát,Truyền thống,Hữu cơ,4279,58,Lạc
234,27.2,Cát,Truyền thống,Hữu cơ,4167,59,Lạc
3105,27.2,Cát,Truyền thống,Hữu cơ,4479,50,Lạc
3105,27.2,Cát,Truyền thống,Hữu cơ,3699,54,Lạc
3105,27.1,Cát,Truyền thống,Hữu cơ,4904,53,Lạc
236,27.1,Cát,Truyền thống,Hữu cơ,2821,52,Lạc
2903.1,27.1,Cát,Truyền thống,Hữu cơ,3472,51,Lạc
2903.1,26.8,Cát,Truyền thống,Hữu cơ,3647,57,Lạc
2903.1,26.8,Cát,Truyền thống,Hữu cơ,393,57,Lạc
2996.6,26.8,Cát,Truyền thống,Hữu cơ,167,60,Lạc
2996.6,37,Cát,Thủy canh,Không sử dụng,71,57,Đậu đen
2996.6,37,Cát,Thủy canh,Không sử dụng,52,57,Đậu đen
3522.8,37,Đất bông nặng,Thủy canh,Không sử dụng,313547,54,Đậu đen
3522.8,38,Đất bông nặng,Thủy canh,Không sử dụng,2783,54.5,Đậu đen
3522.8,38,Đất bông nặng,Thủy canh,Không sử dụng,1533,56.6,Đậu đen
3729.8,38,Đất bông nặng,Truyền thống,Hữu cơ,1647,55.5,Đậu đen
3729.8,39,Đất bông nặng,Truyền thống,Hữu cơ,975,58.5,Đậu đen
3729.8,39,Đất bông nặng,Truyền thống,Hữu cơ,2,59.5,Đậu đen
2746.2,39,Đất bông nặng,Truyền thống,Hữu cơ,836,55,Đậu đen
2746.2,40,Đất bông nặng,Truyền thống,Hữu cơ,806,53,Đậu đen
2746.2,40,Đất bông nặng,Truyền thống,Hữu cơ,880,53.5,Đậu đen
3360,40,Đất bông nặng,Truyền thống,Hữu cơ,770,52.5,Đậu đen
3360,41,Đất bông nặng,Truyền thống,Hữu cơ,395,56,Đậu đen
3360,41,Đất bông nặng,Truyền thống,Hữu cơ,187,59.5,Đậu đen
3605.4,41,Đất bông nặng,Truyền thống,Hữu cơ,187,55,Đậu đen
3605.4,42,Đất bông nặng,Truyền thống,Vô cơ,121,53,Hạt điều
3605.4,42,Đất bông nặng,Truyền thống,Vô cơ,103,53.5,Hạt điều
3512.4,42,Đất bông nặng,Truyền thống,Vô cơ,71,52.5,Hạt điều
3512.4,43,Đất bông nặng,Truyền thống,Vô cơ,3961,56,Hạt điều
3512.4,27,Đất bông nặng,Truyền thống,Vô cơ,4247,57,Hạt điều
3296,27,Đất bông nặng,Truyền thống,Vô cơ,3290,57.5,Hạt điều
3296,27,Đất bông nặng,Truyền thống,Vô cơ,3138,57,Hạt điều
3296,27,Đất bông nặng,Truyền thống,Vô cơ,3423,55,Hạt điều
3550,27,Đất bông nặng,Truyền thống,Vô cơ,3899,56,Hạt điều
3550,27,Đất bông nặng,Truyền thống,Vô cơ,4015,54,Hạt điều
3550,27.2,Đất bông nặng,Truyền thống,Vô cơ,4279,58,Hạt điều
3654,27.2,Đất bông nặng,Truyền thống,Vô cơ,4167,58,Hạt điều
3654,27.2,Đất bông nặng,Truyền thống,Vô cơ,4479,59,Hạt điều
3654,27,Đất bông nặng,Truyền thống,Vô cơ,3699,50,Hạt điều
233,27,Đất bông nặng,Truyền thống,Vô cơ,4904,54,Hạt điều
233,27,Đất bông nặng,Truyền thống,Không sử dụng,2821,53,Dừa
233,27,Đất bông nặng,Truyền thống,Không sử dụng,3472,59.5,Dừa
234,27,Đất thịt,Truyền thống,Không sử dụng,3647,55,Dừa
234,27,Đất thịt,Truyền thống,Không sử dụng,393,53,Dừa
234,27.2,Đất thịt,Truyền thống,Không sử dụng,167,53.5,Dừa
3105,27.2,Đất thịt,Truyền thống,Không sử dụng,71,52.5,Dừa
3105,27.2,Đất thịt,Truyền thống,Không sử dụng,52,56,Dừa
3105,27.1,Đất thịt,Truyền thống,Hữu cơ,2570,57,Dừa
236,27.1,Đất thịt,Truyền thống,Hữu cơ,27170,57.5,Dừa
236,27.1,Đất thịt,Truyền thống,Hữu cơ,114744,57,Dừa
321,26.8,Đất thịt,Truyền thống,Hữu cơ,1402,55,Dừa
3654,26.8,Đất thịt,Truyền thống,Hữu cơ,23456,56,Dừa
323,26.8,Đất thịt,Truyền thống,Hữu cơ,107809,54,Dừa
324,37,Đất thịt,Truyền thống,Hữu cơ,1132,58,Dừa
3105,37,Đất thịt,Truyền thống,Hữu cơ,23960,58,Dừa
326,37,Đất thịt,Truyền thống,Hữu cơ,126487,59,Dừa
327,38,Đất thịt,Truyền thống,Hữu cơ,804,50,Gừng
328,38,Đất thịt,Truyền thống,Hữu cơ,30362,54,Gừng
2903.1,38,Đất thịt,Truyền thống,Hữu cơ,124492,53,Gừng
2903.1,39,Đất thịt,Hữu cơ,Hữu cơ,792,59.5,Gừng
2903.1,39,Đất thịt,Hữu cơ,Hữu cơ,34153,55,Gừng
2996.6,39,Đất thịt,Hữu cơ,Hữu cơ,2570,53,Gừng
2996.6,40,Đất thịt,Hữu cơ,Hữu cơ,27170,53.5,Gừng
2996.6,40,Đất pha cát,Hữu cơ,Hữu cơ,114744,52.5,Gừng
3522.8,40,Đất pha cát,Hữu cơ,Hữu cơ,1402,56,Gừng
3522.8,41,Đất pha cát,Hữu cơ,Hữu cơ,23456,57,Gừng
3522.8,41,Đất pha cát,Hữu cơ,Hữu cơ,107809,57.5,Gừng
3729.8,41,Đất pha cát,Hữu cơ,Hữu cơ,1132,57,Gừng
3729.8,42,Đất pha cát,Hữu cơ,Hữu cơ,23960,55,Gừng
3729.8,42,Đất pha cát,Hữu cơ,Hữu cơ,126487,56,Gừng
2746.2,42,Đất pha cát,Hữu cơ,Hữu cơ,804,54,Gừng
2746.2,43,Đất pha cát,Truyền thống,Hữu cơ,30362,57,Dừa
2746.2,43,Đất pha cát,Truyền thống,Hữu cơ,124492,57.5,Dừa
3360,128,Đất pha cát,Truyền thống,Hữu cơ,792,57,Dừa
3360,129,Đất pha cát,Truyền thống,Hữu cơ,34153,55,Dừa
3360,130,Đất pha cát,Truyền thống,Hữu cơ,132551,56,Dừa
3605.4,131,Đất pha cát,Truyền thống,Hữu cơ,338,54,Dừa
3605.4,132,Đất pha cát,Truyền thống,Hữu cơ,22966,58,Dừa
3605.4,133,Đất pha cát,Truyền thống,Hữu cơ,131763,58,Dừa
3512.4,134,Đất pha cát,Truyền thống,Hữu cơ,404,59,Dừa
3512.4,135,Đất pha cát,Truyền thống,Hữu cơ,24184,50,Dừa
3512.4,136,Đất pha cát,Truyền thống,Hữu cơ,124387,54,Dừa
3296,137,Đất pha cát,Truyền thống,Hữu cơ,343,53,Dừa
3296,138,Đất pha cát,Truyền thống,Hữu cơ,23099,52,Dừa
3296,139,Đất pha cát,Truyền thống,Hữu cơ,117825.84,51,Dừa
3550,140,Đất pha cát,Truyền thống,Hữu cơ,336,57,Dừa
3550,141,Đất pha cát,Truyền thống,Hữu cơ,22594,57,Dừa
3550,142,Đất pha cát,Truyền thống,Hữu cơ,116481.07,60,Dừa
3654,143,Đất pha cát,Truyền thống,Hữu cơ,316,57,Dừa
3654,144,Đất sét pha cát,Truyền thống,Hữu cơ,21400,57,Dừa
3654,145,Đất sét pha cát,Truyền thống,Hữu cơ,122102,54,Dừa
233,146,Đất sét pha cát,Truyền thống,Hữu cơ,382,54.5,Dừa
233,147,Đất sét pha cát,Truyền thống,Hữu cơ,19578,56.6,Dừa
233,148,Đất sét pha cát,Truyền thống,Hữu cơ,121037,55.5,Dừa
234,149,Đất sét pha cát,Truyền thống,Hữu cơ,231,58.5,Dừa
234,150,Đất sét pha cát,Truyền thống,Hữu cơ,18951,59.5,Dừa
234,151,Đất sét pha cát,Truyền thống,Hữu cơ,110579,55,Dừa
3105,152,Đất sét pha cát,Truyền thống,Hữu cơ,221,53,Dừa
3105,153,Đất sét pha cát,Truyền thống,Hữu cơ,15362,53.5,Dừa
3105,154,Đất sét pha cát,Truyền thống,Hữu cơ,120373,52.5,Dừa
236,155,Đất sét pha cát,Truyền thống,Hữu cơ,291,56,Dừa
236,156,Đất sét pha cát,Truyền thống,Hữu cơ,17231,57,Dừa
2903.1,157,Đất sét pha cát,Truyền thống,Hữu cơ,119359,57.5,Dừa
2903.1,158,Đất sét pha cát,Truyền thống,Hữu cơ,283,57,Dừa
2903.1,159,Đất sét pha cát,Truyền thống,Hữu cơ,17690,55,Dừa
2996.6,160,Đất sét pha cát,Truyền thống,Hữu cơ,7157,56,Dừa
2996.6,161,Đất sét pha cát,Truyền thống,Hữu cơ,8700,54,Dừa
2996.6,162,Đất sét pha cát,Truyền thống,Hữu cơ,41266,58,Dừa
3522.8,163,Đất sét pha cát,Truyền thống,Hữu cơ,8838,58,Dừa
3522.8,164,Đất sét pha cát,Truyền thống,Hữu cơ,8954,59,Dừa
3522.8,165,Đất sét pha cát,Truyền thống,Hữu cơ,42915,50,Dừa
2903.1,166,Đất sét pha cát,Truyền thống,Hữu cơ,9230,54,Dừa
2903.1,167,Đất sét pha cát,Truyền thống,Hữu cơ,44313,53,Dừa
2903.1,168,Đất sét pha cát,Truyền thống,Hữu cơ,45820,52,Dừa
2996.6,169,Đất sét pha,Truyền thống,Hữu cơ,49084,51,Dừa
2996.6,170,Đất sét pha,Hữu cơ,Không sử dụng,86311,57,Dừa
2996.6,171,Đất sét pha,Hữu cơ,Không sử dụng,57642,57,Dừa
3522.8,172,Đất sét pha,Hữu cơ,Không sử dụng,58405,60,Dừa
3522.8,173,Đất sét pha,Hữu cơ,Không sử dụng,60751,57,Dừa
3522.8,174,Đất sét pha,Hữu cơ,Không sử dụng,109506,57,Dừa
3729.8,175,Đất sét pha,Hữu cơ,Không sử dụng,114,54,Dừa
3729.8,176,Đất sét pha,Hữu cơ,Không sử dụng,3,54.5,Dừa
3729.8,177,Đất sét pha,Hữu cơ,Không sử dụng,95,56.6,Dừa
2746.2,178,Đất sét pha,Hữu cơ,Không sử dụng,19,55.5,Dừa
2746.2,179,Đất sét pha,Hữu cơ,Không sử dụng,54,58.5,Dừa
2746.2,180,Đất sét pha,Hữu cơ,Không sử dụng,13,59.5,Dừa
3360,181,Đất sét pha,Hữu cơ,Không sử dụng,123,55,Dừa
3360,182,Đất sét pha,Hữu cơ,Không sử dụng,19,53,Dừa
3360,183,Đất sét pha,Hữu cơ,Không sử dụng,32,53.5,Dừa
3605.4,184,Đất sét pha,Hữu cơ,Không sử dụng,8,52.5,Dừa
3605.4,185,Đất sét pha,Hữu cơ,Không sử dụng,50,56,Dừa
3605.4,186,Đất sét pha,Hữu cơ,Không sử dụng,10,57,Dừa
3512.4,187,Đất sét pha,Hữu cơ,Không sử dụng,29,57.5,Dừa
3512.4,188,Đất sét pha,Hữu cơ,Không sử dụng,44,57,Dừa
3512.4,189,Đất sét pha,Hữu cơ,Không sử dụng,33,55,Dừa
3296,190,Đất sét pha,Hữu cơ,Không sử dụng,14,56,Dừa
3296,191,Đất sét pha,Hữu cơ,Không sử dụng,56,54,Dừa
3296,192,Đất sét pha,Hữu cơ,Không sử dụng,26,58,Dừa
3550,193,Đất sét pha,Hữu cơ,Không sử dụng,98,58,Dừa
3550,194,Đất sét pha,Hữu cơ,Không sử dụng,3,59,Dừa
3550,195,Thoát nước tốt,Hữu cơ,Không sử dụng,58637,50,Dừa
3654,196,Thoát nước tốt,Hữu cơ,Không sử dụng,59777,54,Dừa
3654,197,Thoát nước tốt,Hữu cơ,Không sử dụng,60528,53,Dừa
3654,198,Thoát nước tốt,Hữu cơ,Không sử dụng,61126,52,Dừa
233,199,Thoát nước tốt,Hữu cơ,Không sử dụng,623687,51,Dừa
233,200,Thoát nước tốt,Hữu cơ,Không sử dụng,63504,57,Dừa
233,201,Thoát nước tốt,Hữu cơ,Không sử dụng,63931,57,Dừa
234,202,Thoát nước tốt,Hữu cơ,Không sử dụng,73730,60,Dừa
234,203,Thoát nước tốt,Hữu cơ,Không sử dụng,118416,57,Dừa
234,204,Thoát nước tốt,Hữu cơ,Không sử dụng,130132,57,Dừa
3105,205,Thoát nước tốt,Hữu cơ,Không sử dụng,154889,54,Dừa
3105,206,Thoát nước tốt,Hữu cơ,Không sử dụng,171739,54.5,Dừa
3105,207,Thoát nước tốt,Hữu cơ,Không sử dụng,172475,56.6,Dừa
236,208,Thoát nước tốt,Hữu cơ,Không sử dụng,177939,55.5,Dừa
236,209,Thoát nước tốt,Hữu cơ,Không sử dụng,313547,58.5,Dừa
2903.1,210,Thoát nước tốt,Hữu cơ,Không sử dụng,2783,59.5,Dừa
2903.1,211,Thoát nước tốt,Hữu cơ,Không sử dụng,1533,55,Dừa
2903.1,212,Thoát nước tốt,Hữu cơ,Không sử dụng,1647,53,Dừa
2996.6,213,Thoát nước tốt,Truyền thống,Không sử dụng,975,53.5,Dừa
2996.6,214,Thoát nước tốt,Truyền thống,Không sử dụng,2,52.5,Dừa
2996.6,215,Thoát nước tốt,Truyền thống,Không sử dụng,836,56,Dừa
3522.8,216,Thoát nước tốt,Truyền thống,Không sử dụng,806,57,Dừa
3522.8,217,Thoát nước tốt,Truyền thống,Không sử dụng,880,57.5,Dừa
3522.8,218,Đất pha cát,Truyền thống,Không sử dụng,770,57,Dừa
2903.1,219,Đất pha cát,Truyền thống,Không sử dụng,395,55,Dừa
2903.1,220,Đất pha cát,Truyền thống,Không sử dụng,187,56,Dừa
2903.1,221,Đất pha cát,Truyền thống,Không sử dụng,187,54,Dừa
2996.6,222,Đất pha cát,Truyền thống,Không sử dụng,121,58,Dừa
2996.6,27,Đất pha cát,Truyền thống,Không sử dụng,103,58,Dừa
2996.6,27,Đất pha cát,Truyền thống,Không sử dụng,71,59,Dừa
3522.8,27,Đất pha cát,Truyền thống,Không sử dụng,3961,50,Dừa
3522.8,27,Đất pha cát,Truyền thống,Không sử dụng,4247,54,Dừa
3522.8,27,Đất pha cát,Truyền thống,Không sử dụng,3290,53,Dừa
3729.8,27.2,Đất pha cát,Truyền thống,Không sử dụng,3138,52,Dừa
3729.8,27.2,Đất pha cát,Truyền thống,Không sử dụng,3423,51,Dừa
3729.8,27.2,Đất pha cát,Truyền thống,Không sử dụng,3899,57,Dừa
2746.2,27,Đất pha cát,Truyền thống,Không sử dụng,4015,57,Dừa
2746.2,27,Đất pha cát,Truyền thống,Không sử dụng,4279,60,Dừa
2746.2,27,Đất pha cát,Truyền thống,Không sử dụng,4167,57,Dừa
